,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Source
564,Wrightia pubescens subsp. pubescens,Wrightia,pubescens subsp. pubescens,,,,1.0,"L, R [273]",,,,,Apocynaceae,Wrightia pubescens subsp. pubescens,Wrightia pubescens,82875-1,150353-3,Subspecies,Manual
565,Wrightia tinctoria (Roxb.) R. Br.,Wrightia,tinctoria (Roxb.) R. Br.,1.0,1.0,"KN, 144",,,1.0,[79],0.0,164,Apocynaceae,Wrightia tinctoria,Wrightia tinctoria,82890-1,82890-1,Species,Manual
566,Xysmalobium undulatum (L.) W. T. Aiton.,Xysmalobium,undulatum (L.) W. T. Aiton.,,,,,,,,1.0,100,Apocynaceae,Xysmalobium undulatum,Xysmalobium undulatum,103155-1,103155-1,Species,Manual
567,Adina cordifolia (Roxb.) Brandis,Adina,cordifolia (Roxb.) Brandis,1.0,1.0,2,,,,,,,Rubiaceae,Adina cordifolia,Adina cordifolia,742903-1,742903-1,Species,Manual
568,Adina eurhyncha (Miq.) Å. Krüger & Löfstrand,Adina,eurhyncha (Miq.) Å. Krüger & Löfstrand,1.0,1.0,1,,,,,,,Rubiaceae,Adina eurhyncha,Adina eurhyncha,77142551-1,77142551-1,Species,Manual
569,Adina multifolia Havil.,Adina,multifolia Havil.,1.0,1.0,39,,,,,,,Rubiaceae,Adina multifolia,Adina multifolia,742920-1,742920-1,Species,Manual
570,Adina pilulifera (Lam.) Franch. ex Drake,Adina,pilulifera (Lam.) Franch. ex Drake,1.0,1.0,39,,,,,,,Rubiaceae,Adina pilulifera,Adina pilulifera,742927-1,742927-1,Species,Manual
571,Adina rubella Hance,Adina,rubella Hance,1.0,1.0,3,,,,,,,Rubiaceae,Adina rubella,Adina rubella,742932-1,742932-1,Species,Manual
572,Adina trichotoma (Zoll. & Moritzi) Benth. & Hook. f. ex B. D. Jacks.,Adina,trichotoma (Zoll. & Moritzi) Benth. & Hook. f. ex B. D. Jacks.,1.0,1.0,39,,,,,,,Rubiaceae,Adina trichotoma,Adina trichotoma,742939-1,742939-1,Species,Manual
573,Adolphoduckea maynensis (Poepp. & Endl.) Paudyal & Delprete,Adolphoduckea,maynensis (Poepp. & Endl.) Paudyal & Delprete,,,,1.0,209,,,,,Rubiaceae,Adolphoduckea maynensis,Adolphoduckea maynensis,77187928-1,77187928-1,Species,Manual
574,Agathisanthemum bojeri Klotzsch,Agathisanthemum,bojeri Klotzsch,,,,1.0,5,,,0.0,5,Rubiaceae,Agathisanthemum bojeri,Agathisanthemum bojeri,742948-1,742948-1,Species,Manual
575,Agathisanthemum globosum (Hochst. ex A. Rich.) Klotzsch,Agathisanthemum,globosum (Hochst. ex A. Rich.) Klotzsch,,,,1.0,6,,,,,Rubiaceae,Agathisanthemum globosum,Agathisanthemum globosum,742950-1,742950-1,Species,Manual
576,Alibertia dwyeri Delprete & C. H. Perss.,Alibertia,dwyeri Delprete & C. H. Perss.,1.0,0.0,68,,,,,,,Rubiaceae,Alibertia dwyeri,Alibertia dwyeri,77116167-1,77116167-1,Species,Manual
577,Alibertia edulis (Rich.) A. Rich. ex DC.,Alibertia,edulis (Rich.) A. Rich. ex DC.,1.0,1.0,7/68,1.0,209,,,,,Rubiaceae,Alibertia edulis,Alibertia edulis,743001-1,743001-1,Species,Manual
578,Alibertia latifolia (Benth.) K.Schum.,Alibertia,latifolia (Benth.) K.Schum.,,,,1.0,209,,,,,Rubiaceae,Alibertia latifolia,Alibertia latifolia,8399-2,8399-2,Species,Manual
579,Alseis blackiana Hemsl.,Alseis,blackiana Hemsl.,1.0,1.0,68,,,,,,,Rubiaceae,Alseis blackiana,Alseis blackiana,743041-1,743041-1,Species,Manual
580,Amaioua glomerulata (Lam. ex Poir.) Delprete & C. H. Perss.,Amaioua,glomerulata (Lam. ex Poir.) Delprete & C. H. Perss.,1.0,1.0,68,,,,,0.0,158,Rubiaceae,Amaioua glomerulata,Amaioua glomerulata,77124830-1,77124830-1,Species,Manual
581,Amaioua guianensis Aubl.,Amaioua,guianensis Aubl.,1.0,1.0,8,,,,,,,Rubiaceae,Amaioua guianensis,Amaioua guianensis,743074-1,743074-1,Species,Manual
582,Amaioua magnicarpa Dwyer,Amaioua,magnicarpa Dwyer,1.0,1.0,68,,,,,,,Rubiaceae,Amaioua magnicarpa,Amaioua magnicarpa,10564-2,10564-2,Species,Manual
583,Amaioua pedicellata Dwyer,Amaioua,pedicellata Dwyer,1.0,1.0,68,,,,,,,Rubiaceae,Amaioua pedicellata,Amaioua pedicellata,10566-2,10566-2,Species,Manual
584,Anthospermum emirnense Bak.,Anthospermum,emirnense Bak.,,,,1.0,65,,,,,Rubiaceae,Anthospermum emirnense,Anthospermum emirnense,743370-1,743370-1,Species,Manual
585,Anthospermum perrieri Homolle ex Puff,Anthospermum,perrieri Homolle ex Puff,,,,,,,,,,Rubiaceae,Anthospermum perrieri,Anthospermum perrieri,930436-1,930436-1,Species,Manual
586,Antirhea putaminosa (F. Muell.) F. Muell.,Antirhea,putaminosa (F. Muell.) F. Muell.,1.0,1.0,10,,,,,,,Rubiaceae,Guettardella putaminosa,Guettardella putaminosa,752116-1,752116-1,Species,Manual
587,Aoranthe cladantha (K. Schum.) Somers,Aoranthe,cladantha (K. Schum.) Somers,,,,1.0,143,,,0.0,143,Rubiaceae,Aoranthe cladantha,Aoranthe cladantha,945441-1,945441-1,Species,Manual
588,Arachnothryx bertieroides (Standl.) Borhidi,Arachnothryx,bertieroides (Standl.) Borhidi,1.0,1.0,68,,,,,,,Rubiaceae,Arachnothryx bertieroides,Arachnothryx bertieroides,17333-2,17333-2,Species,Manual
589,Arachnothryx buddleioides (Brenth.) Planch.,Arachnothryx,buddleioides (Brenth.) Planch.,1.0,1.0,68,,,,,,,Rubiaceae,Arachnothryx buddleioides,Arachnothryx buddleioides,743548-1,743548-1,Species,Manual
590,Arachnothryx chiriquiana (Lorence) Borhidi,Arachnothryx,chiriquiana (Lorence) Borhidi,1.0,0.0,68,,,,,,,Rubiaceae,Arachnothryx chiriquiana,Arachnothryx chiriquiana,1008768-1,1008768-1,Species,Manual
591,Arachnothryx secunda (Standl.) Borhidi,Arachnothryx,secunda (Standl.) Borhidi,1.0,1.0,68,,,,,,,Rubiaceae,Arachnothryx secunda,Arachnothryx secunda,17383-2,17383-2,Species,Manual
592,Arcytophyllum lavarum K. Schum. ex Standl.,Arcytophyllum,lavarum K. Schum. ex Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Arcytophyllum lavarum,Arcytophyllum lavarum,743605-1,743605-1,Species,Manual
593,Argostemma yappii King,Argostemma,yappii King,1.0,1.0,12,,,,,,,Rubiaceae,Argostemma yappii,Argostemma yappii,743844-1,743844-1,Species,Manual
594,Asperula nitida subsp. subcapitellata Ehrend.,Asperula,nitida subsp. subcapitellata Ehrend.,,,,,,,,1.0,13,Rubiaceae,Asperula nitida subsp. subcapitellata,Asperula nitida,744095-1,890146-1,Subspecies,Manual
595,Augusta longifolia (Spreng.) Rehder,Augusta,longifolia (Spreng.) Rehder,1.0,0.0,268,,,,,,,Rubiaceae,Augusta longifolia,Augusta longifolia,1098401-2,1098401-2,Species,Manual
596,Bathysa australis (A. St.-Hil.) K. Schum.,Bathysa,australis (A. St.-Hil.) K. Schum.,1.0,1.0,16,1.0,209,,,,,Rubiaceae,Bathysa australis,Bathysa australis,744363-1,744363-1,Species,Manual
597,Bertiera borbonica A. Rich. ex DC.,Bertiera,borbonica A. Rich. ex DC.,,,,,,,,0.0,17,Rubiaceae,Bertiera borbonica,Bertiera borbonica,744422-1,744422-1,Species,Manual
598,Bertiera bracteosa (Donn. Sm.) B. Ståhl & L. Andersson,Bertiera,bracteosa (Donn. Sm.) B. Ståhl & L. Andersson,1.0,1.0,68,,,,,,,Rubiaceae,Bertiera bracteosa,Bertiera bracteosa,1014064-1,1014064-1,Species,Manual
599,Bertiera guianensis Aubl.,Bertiera,guianensis Aubl.,1.0,1.0,68,,,,,,,Rubiaceae,Bertiera guianensis,Bertiera guianensis,744444-1,744444-1,Species,Manual
600,Bothriospora corymbosa (Benth.) Hook. f.,Bothriospora,corymbosa (Benth.) Hook. f.,1.0,1.0,200,,,,,,,Rubiaceae,Bothriospora corymbosa,Bothriospora corymbosa,745007-1,745007-1,Species,Manual
601,Bouvardia ternifolia (Val.) Schltdl.,Bouvardia,ternifolia (Val.) Schltdl.,1.0,1.0,201,,,,,,,Rubiaceae,Bouvardia ternifolia,Bouvardia ternifolia,745109-1,745109-1,Species,Manual
602,Breonadia salicina (Vahl) Hepper & J. R. I. Wood,Breonadia,salicina (Vahl) Hepper & J. R. I. Wood,1.0,1.0,39,1.0,65,,,,,Rubiaceae,Breonadia salicina,Breonadia salicina,910167-1,910167-1,Species,Manual
603,Breonia perrieri Homolle,Breonia,perrieri Homolle,1.0,1.0,39,,,,,,,Rubiaceae,Breonia perrieri,Breonia perrieri,745154-1,745154-1,Species,Manual
604,Breonia sphaerantha (Baill.) Homolle ex Ridsdale,Breonia,sphaerantha (Baill.) Homolle ex Ridsdale,1.0,1.0,39,,,,,,,Rubiaceae,Breonia sphaerantha,Breonia sphaerantha,745156-1,745156-1,Species,Manual
605,Burchellia bubalina (L.F.) Sims,Burchellia,bubalina (L.F.) Sims,,,,,,,,0.0,190,Rubiaceae,Burchellia bubalina,Burchellia bubalina,745198-1,745198-1,Species,Manual
606,Calycophyllum candidissimum (Vahl) DC.,Calycophyllum,candidissimum (Vahl) DC.,1.0,1.0,68,,,,,,,Rubiaceae,Calycophyllum candidissimum,Calycophyllum candidissimum,745241-1,745241-1,Species,Manual
607,Calycophyllum megistocaulum (K.Krause) C.M.Taylor,Calycophyllum,megistocaulum (K.Krause) C.M.Taylor,,,,1.0,209,,,,,Rubiaceae,Calycophyllum megistocaulum,Calycophyllum megistocaulum,969466-1,969466-1,Species,Manual
608,Calycophyllum multiflorum Griseb.,Calycophyllum,multiflorum Griseb.,,,,1.0,209,,,0.0,31,Rubiaceae,Calycophyllum multiflorum,Calycophyllum multiflorum,43051-2,43051-2,Species,Manual
609,Calycophyllum spruceanum (Benth.) Hook. f. ex K. Schum.,Calycophyllum,spruceanum (Benth.) Hook. f. ex K. Schum.,,,,1.0,209,,,,,Rubiaceae,Calycophyllum spruceanum,Calycophyllum spruceanum,745249-1,745249-1,Species,Manual
610,Canthium coromandelicum (Burm. f.) Alston,Canthium,coromandelicum (Burm. f.) Alston,1.0,1.0,28,,,,,,,Rubiaceae,Canthium coromandelicum,Canthium coromandelicum,745378-1,745378-1,Species,Manual
611,Canthium glaucum Hiern,Canthium,glaucum Hiern,1.0,1.0,20,1.0,6,,,1.0,20,Rubiaceae,Canthium glaucum,Canthium glaucum,745437-1,745437-1,Species,Manual
612,Capirona macrophylla (poepp.) Delprete,Capirona,macrophylla (poepp.) Delprete,,,,1.0,"31, 209",,,0.0,31,Rubiaceae,Capirona macrophylla,Capirona macrophylla,77210192-1,77210192-1,Species,Manual
613,Carapichea affinis (Standl.) L. Andersson,Carapichea,affinis (Standl.) L. Andersson,1.0,1.0,33,,,,,1.0,KN/264,Rubiaceae,Carapichea affinis,Carapichea affinis,1214821-2,1214821-2,Species,Manual
614,Carapichea ipecacuanha (Brot.) L. Andersson,Carapichea,ipecacuanha (Brot.) L. Andersson,1.0,1.0,32,1.0,"165, 209",,,1.0,KN/264,Rubiaceae,Carapichea ipecacuanha,Carapichea ipecacuanha,1214950-2,1214950-2,Species,Manual
615,Carapichea klugii (Standl.) C. M. Taylor,Carapichea,klugii (Standl.) C. M. Taylor,1.0,1.0,72,,,,,1.0,"188, KN/264",Rubiaceae,Carapichea klugii,Carapichea klugii,77132654-1,77132654-1,Species,Manual
616,Catunaregam nilotica (Stapf) Tirveng.,Catunaregam,nilotica (Stapf) Tirveng.,1.0,1.0,183,1.0,184,,,,,Rubiaceae,Catunaregam nilotica,Catunaregam nilotica,745903-1,745903-1,Species,Manual
617,Catunaregam spinosa (Thunb.) Tirveng.,Catunaregam,spinosa (Thunb.) Tirveng.,1.0,1.0,34,,,,,,,Rubiaceae,Catunaregam spinosa,Catunaregam spinosa,745904-1,745904-1,Species,Manual
618,Catunaregam tomentosa (Blume ex DC.) Tirveng.,Catunaregam,tomentosa (Blume ex DC.) Tirveng.,1.0,1.0,36,,,,,,,Rubiaceae,Catunaregam tomentosa,Catunaregam tomentosa,745905-1,745905-1,Species,Manual
619,Cephalanthus glabratus (Spreng.) K. Schum.,Cephalanthus,glabratus (Spreng.) K. Schum.,1.0,1.0,37/38,,,,,,,Rubiaceae,Cephalanthus glabratus,Cephalanthus glabratus,52091-2,52091-2,Species,Manual
620,Cephalanthus natalensis Oliv.,Cephalanthus,natalensis Oliv.,1.0,1.0,39,,,,,0.0,190,Rubiaceae,Cephalanthus natalensis,Cephalanthus natalensis,746216-1,746216-1,Species,Manual
621,Cephalanthus occidentalis L.,Cephalanthus,occidentalis L.,1.0,1.0,37/38,,,,,,,Rubiaceae,Cephalanthus occidentalis,Cephalanthus occidentalis,319140-2,319140-2,Species,Manual
622,Cephalanthus salicifolius Humb. & Bonpl.,Cephalanthus,salicifolius Humb. & Bonpl.,1.0,1.0,39,,,,,,,Rubiaceae,Cephalanthus salicifolius,Cephalanthus salicifolius,746233-1,746233-1,Species,Manual
623,Cephalanthus tetrandra (Roxb.) Ridsdale & Bakh. f.,Cephalanthus,tetrandra (Roxb.) Ridsdale & Bakh. f.,1.0,1.0,39,,,,,,,Rubiaceae,Cephalanthus tetrandra,Cephalanthus tetrandra,746238-1,746238-1,Species,Manual
624,Chassalia curviflora (Wall.) Thwaites,Chassalia,curviflora (Wall.) Thwaites,1.0,1.0,40,,,,,,,Rubiaceae,Chassalia curviflora,Chassalia curviflora,746289-1,746289-1,Species,Manual
625,Chassalia kolly (Schumach.) Hepper,Chassalia,kolly (Schumach.) Hepper,1.0,1.0,41,,,,,,,Rubiaceae,Chassalia kolly,Chassalia kolly,746368-1,746368-1,Species,Manual
626,Chassalia umbraticola Vatke,Chassalia,umbraticola Vatke,,,,1.0,205,,,,,Rubiaceae,Chassalia umbraticola,Chassalia umbraticola,746327-1,746327-1,Species,Manual
627,Chimarrhis cymosa Jacq.,Chimarrhis,cymosa Jacq.,1.0,1.0,43,,,,,,,Rubiaceae,Chimarrhis cymosa,Chimarrhis cymosa,318431-2,318431-2,Species,Manual
628,Chimarrhis hookeri K.Schum.,Chimarrhis,hookeri K.Schum.,,,,1.0,209,,,,,Rubiaceae,Chimarrhis hookeri,Chimarrhis hookeri,56522-2,56522-2,Species,Manual
629,Chimarrhis parviflora Standl.,Chimarrhis,parviflora Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Chimarrhis parviflora,Chimarrhis parviflora,56528-2,56528-2,Species,Manual
630,Chimarrhis turbinata DC.,Chimarrhis,turbinata DC.,1.0,1.0,42,1.0,209/210,,,0.0,210,Rubiaceae,Chimarrhis turbinata,Chimarrhis turbinata,308173-2,308173-2,Species,Manual
631,Chiococca alba (L.) Hitchc.,Chiococca,alba (L.) Hitchc.,1.0,1.0,44,1.0,209,,,,,Rubiaceae,Chiococca alba,Chiococca alba,56535-2,56535-2,Species,Manual
632,Chiococca belizensis Lundell,Chiococca,belizensis Lundell,1.0,0.0,68,,,,,,,Rubiaceae,Chiococca belizensis,Chiococca belizensis,56544-2,56544-2,Species,Manual
633,Chiococca phaenostemon Schltdl.,Chiococca,phaenostemon Schltdl.,1.0,0.0,68,,,,,,,Rubiaceae,Chiococca phaenostemon,Chiococca phaenostemon,746483-1,746483-1,Species,Manual
634,Chione venosa (Sw.) Urb.,Chione,venosa (Sw.) Urb.,1.0,1.0,211,,,,,,,Rubiaceae,Chione venosa,Chione venosa,56650-2,56650-2,Species,Manual
635,Ciliosemina pedunculata (H. Karst.) Antonelli,Ciliosemina,pedunculata (H. Karst.) Antonelli,1.0,1.0,102/212,1.0,"18, 209",1.0,,1.0,18,Rubiaceae,Ciliosemina pedunculata,Ciliosemina pedunculata,77065717-1,77065717-1,Species,Manual
636,Ciliosemina purdieana (Wedd.) Antonelli,Ciliosemina,purdieana (Wedd.) Antonelli,1.0,1.0,213,1.0,209,,,,,Rubiaceae,Ciliosemina purdieana,Ciliosemina purdieana,77065718-1,77065718-1,Species,Manual
637,Cinchona barbacoensis H. Karst.,Cinchona,barbacoensis H. Karst.,,,,1.0,209,,,,,Rubiaceae,Cinchona barbacoensis,Cinchona barbacoensis,746708-1,746708-1,Species,Manual
638,Cinchona calisaya Wedd.,Cinchona,calisaya Wedd.,1.0,1.0,"102, 262",1.0,14/65,1.0,14,1.0,,Rubiaceae,Cinchona calisaya,Cinchona calisaya,746718-1,746718-1,Species,Manual
639,Cinchona glandulifera,Cinchona,glandulifera,1.0,1.0,263,,,,,,,Rubiaceae,Cinchona glandulifera,Cinchona glandulifera,746776-1,746776-1,Species,Manual
640,Cinchona hirsuta Ruiz & Pav.,Cinchona,hirsuta Ruiz & Pav.,,,,1.0,209,,,,,Rubiaceae,Cinchona hirsuta,Cinchona hirsuta,746793-1,746793-1,Species,Manual
641,Cinchona lancifolia Mutis,Cinchona,lancifolia Mutis,1.0,1.0,262,1.0,209,,,1.0,,Rubiaceae,Cinchona lancifolia,Cinchona lancifolia,746806-1,746806-1,Species,Manual
642,Cinchona lucumifolia Pav. ex Lindl.,Cinchona,lucumifolia Pav. ex Lindl.,,,,1.0,209,,,,,Rubiaceae,Cinchona lucumifolia,Cinchona lucumifolia,746816-1,746816-1,Species,Manual
643,Cinchona macrocalyx Pav. ex DC.,Cinchona,macrocalyx Pav. ex DC.,1.0,1.0,262,1.0,209,,,1.0,,Rubiaceae,Cinchona macrocalyx,Cinchona macrocalyx,746820-1,746820-1,Species,Manual
644,Cinchona micrantha,Cinchona,micrantha,1.0,1.0,262,,,,,1.0,,Rubiaceae,Cinchona micrantha,Cinchona micrantha,746828-1,746828-1,Species,Manual
645,Cinchona mutisii Lamb.,Cinchona,mutisii Lamb.,,,,1.0,209,,,,,Rubiaceae,Cinchona mutisii,Cinchona mutisii,746834-1,746834-1,Species,Manual
646,Cinchona nitida,Cinchona,nitida,1.0,1.0,262,,,,,1.0,,Rubiaceae,Cinchona nitida,Cinchona nitida,746837-1,746837-1,Species,Manual
647,Cinchona officinalis L.,Cinchona,officinalis L.,1.0,1.0,KN,1.0,65/ 76,,,1.0,210,Rubiaceae,Cinchona officinalis,Cinchona officinalis,58723-2,58723-2,Species,Manual
648,Cinchona parabolica,Cinchona,parabolica,1.0,1.0,263,,,,,,,Rubiaceae,Cinchona parabolica,Cinchona parabolica,746855-1,746855-1,Species,Manual
649,Cinchona pitayensis (Wedd.) Wedd.,Cinchona,pitayensis (Wedd.) Wedd.,1.0,1.0,262,1.0,209,,,1.0,,Rubiaceae,Cinchona pitayensis,Cinchona pitayensis,746868-1,746868-1,Species,Manual
650,Cinchona pubescens Vahl,Cinchona,pubescens Vahl,1.0,1.0,"KN, 68",1.0,65/181,1.0,181,1.0,191,Rubiaceae,Cinchona pubescens,Cinchona pubescens,746872-1,746872-1,Species,Manual
651,Cinchona villosa,Cinchona,villosa,1.0,1.0,262,,,,,1.0,,Rubiaceae,Cinchona villosa,Cinchona villosa,746925-1,746925-1,Species,Manual
652,Coccocypselum guianense (Aubl.) K. Schum.,Coccocypselum,guianense (Aubl.) K. Schum.,1.0,1.0,68,,,,,,,Rubiaceae,Coccocypselum guianense,Coccocypselum guianense,61955-2,61955-2,Species,Manual
653,Coccocypselum herbaceum P. Browne ex Aubl.,Coccocypselum,herbaceum P. Browne ex Aubl.,1.0,1.0,68,,,,,,,Rubiaceae,Coccocypselum herbaceum,Coccocypselum herbaceum,746962-1,746962-1,Species,Manual
654,Coccocypselum hirsutum Bartl. ex DC.,Coccocypselum,hirsutum Bartl. ex DC.,1.0,1.0,68,,,,,,,Rubiaceae,Coccocypselum hirsutum,Coccocypselum hirsutum,746963-1,746963-1,Species,Manual
655,Coccocypselum hispidulum (Standl.) Standl.,Coccocypselum,hispidulum (Standl.) Standl.,1.0,1.0,68,,,,,,,Rubiaceae,Coccocypselum hispidulum,Coccocypselum hispidulum,61961-2,61961-2,Species,Manual
656,Coelospermum balansanum Baill.,Coelospermum,balansanum Baill.,1.0,1.0,214,,,,,,,Rubiaceae,Coelospermum balansanum,Coelospermum balansanum,747006-1,747006-1,Species,Manual
657,Coffea arabica L.,Coffea,arabica L.,1.0,1.0,"KN, 47",1.0,209,1.0,14,0.0,45,Rubiaceae,Coffea arabica,Coffea arabica,747038-1,747038-1,Species,Manual
658,Coffea benghalensis B. Heyne ex Roth,Coffea,benghalensis B. Heyne ex Roth,1.0,1.0,46,,,,,,,Rubiaceae,Coffea benghalensis,Coffea benghalensis,747048-1,747048-1,Species,Manual
659,Coffea canephora Pierre ex A. Froehner,Coffea,canephora Pierre ex A. Froehner,1.0,1.0,"KN, 48",1.0,203,,,,,Rubiaceae,Coffea canephora,Coffea canephora,747068-1,747068-1,Species,Manual
660,Coffea eugenioides S.Moore,Coffea,eugenioides S.Moore,1.0,1.0,KN,,,,,,,Rubiaceae,Coffea eugenioides,Coffea eugenioides,747109-1,747109-1,Species,Manual
661,Coffea kianjavatensis J.-F. Leroy,Coffea,kianjavatensis J.-F. Leroy,1.0,1.0,49,,,,,,,Rubiaceae,Coffea kianjavatensis,Coffea kianjavatensis,747150-1,747150-1,Species,Manual
662,Coffea liberica W.Bull,Coffea,liberica W.Bull,1.0,1.0,KN,,,,,,,Rubiaceae,Coffea liberica,Coffea liberica,747169-1,747169-1,Species,Manual
663,Coffea liberica var. dewevrei (De. Wild. & T. Durand) Lebrun,Coffea,liberica var. dewevrei (De. Wild. & T. Durand) Lebrun,1.0,1.0,50,,,,,,,Rubiaceae,Coffea liberica var. dewevrei,Coffea liberica,747169-1,77189827-1,Variety,Manual
664,Coffea mauritiana Lam.,Coffea,mauritiana Lam.,,,,,,,,0.0,17,Rubiaceae,Coffea mauritiana,Coffea mauritiana,747190-1,747190-1,Species,Manual
665,Coffea racemosa Lour.,Coffea,racemosa Lour.,1.0,1.0,KN,,,,,,,Rubiaceae,Coffea racemosa,Coffea racemosa,747242-1,747242-1,Species,Manual
666,Coffea salvatrix Swynn. & Philipson`,Coffea,salvatrix Swynn. & Philipson`,1.0,1.0,KN,,,,,,,Rubiaceae,Coffea salvatrix,Coffea salvatrix,747254-1,747254-1,Species,Manual
667,Condaminea corymbosa (Ruiz & Pav.) DC.,Condaminea,corymbosa (Ruiz & Pav.) DC.,1.0,1.0,68,,,,,,,Rubiaceae,Condaminea corymbosa,Condaminea corymbosa,1010049-2,1010049-2,Species,Manual
668,Coptosapelta tomentosa (Blume) Valeton ex K.Heyne,Coptosapelta,tomentosa (Blume) Valeton ex K.Heyne,1.0,1.0,215,,,,,,,Rubiaceae,Coptosapelta tomentosa,Coptosapelta tomentosa,747553-1,747553-1,Species,Manual
669,Coptosperma graveolens (S. Moore) Degreef,Coptosperma,graveolens (S. Moore) Degreef,,,,1.0,177,,,0.0,177,Rubiaceae,Coptosperma graveolens,Coptosperma graveolens,20009937-1,20009937-1,Species,Manual
670,Cordiera sessilis (Vell.) Kuntze,Cordiera,sessilis (Vell.) Kuntze,1.0,1.0,51,,,,,,,Rubiaceae,Cordiera sessilis,Cordiera sessilis,65657-2,65657-2,Species,Manual
671,Corynanthe johimbe K. Schum.,Corynanthe,johimbe K. Schum.,1.0,1.0,102,,,,,,,Rubiaceae,Corynanthe johimbe,Corynanthe johimbe,747599-1,747599-1,Species,Manual
672,Corynanthe pachyceras K. Schum.,Corynanthe,pachyceras K. Schum.,1.0,1.0,52,,,,,0.0,52,Rubiaceae,Corynanthe pachyceras,Corynanthe pachyceras,747604-1,747604-1,Species,Manual
673,Cosmibuena grandiflora (Ruiz & Pav.) Rusby,Cosmibuena,grandiflora (Ruiz & Pav.) Rusby,1.0,1.0,68,1.0,"109, 209",,,,,Rubiaceae,Cosmibuena grandiflora,Cosmibuena grandiflora,66725-2,66725-2,Species,Manual
674,Cosmibuena valerii (Standl.) C. M. Taylor,Cosmibuena,valerii (Standl.) C. M. Taylor,1.0,1.0,68,,,,,,,Rubiaceae,Cosmibuena valerii,Cosmibuena valerii,964800-1,964800-1,Species,Manual
675,Coussarea macrophylla (Mart.) Müll.Arg.,Coussarea,macrophylla (Mart.) Müll.Arg.,,,,,,,,,,Rubiaceae,Coussarea macrophylla,Coussarea macrophylla,747706-1,747706-1,Species,Manual
676,Coussarea suaveolens (Duchass. ex Griseb.) C. M. Taylor,Coussarea,suaveolens (Duchass. ex Griseb.) C. M. Taylor,,,,,,,,0.0,158,Rubiaceae,Coussarea suaveolens,Coussarea suaveolens,77211683-1,77211683-1,Species,Manual
677,Coutarea hexandra (Jacq.) K. Schum,Coutarea,hexandra (Jacq.) K. Schum,1.0,1.0,68,1.0,"14, 209",1.0,14,,,Rubiaceae,Coutarea hexandra,Coutarea hexandra,67491-2,67491-2,Species,Manual
678,Craterispermum laurinum (Poir.) Benth.,Craterispermum,laurinum (Poir.) Benth.,1.0,1.0,57,1.0,56/62,,,,,Rubiaceae,Craterispermum laurinum,Craterispermum laurinum,747810-1,747810-1,Species,Manual
679,Cremaspora triflora (Thonn.) K.Schum.,Cremaspora,triflora (Thonn.) K.Schum.,1.0,1.0,216,,,,,,,Rubiaceae,Cremaspora triflora,Cremaspora triflora,747837-1,747837-1,Species,Manual
680,Crossopteryx febrifuga (Afzel. ex G. Don) Benth.,Crossopteryx,febrifuga (Afzel. ex G. Don) Benth.,1.0,1.0,59,1.0,59/62/135,,,1.0,30/59,Rubiaceae,Crossopteryx febrifuga,Crossopteryx febrifuga,747858-1,747858-1,Species,Manual
681,Cuviera longiflora Hiern,Cuviera,longiflora Hiern,,,,,,,,0.0,182,Rubiaceae,Cuviera longiflora,Cuviera longiflora,748070-1,748070-1,Species,Manual
682,Danais breviflora Bak.,Danais,breviflora Bak.,,,,1.0,65,,,,,Rubiaceae,Danais breviflora,Danais breviflora,748127-1,748127-1,Species,Manual
683,Danais cernua Bak.,Danais,cernua Bak.,,,,1.0,65,,,,,Rubiaceae,Danais cernua,Danais cernua,748129-1,748129-1,Species,Manual
684,Danais fragrans Gaertn.,Danais,fragrans Gaertn.,,,,1.0,65,,,,,Rubiaceae,Danais fragrans,Danais fragrans,748144-1,748144-1,Species,Manual
685,Danais verticillata Bak.,Danais,verticillata Bak.,,,,1.0,65,,,,,Rubiaceae,Danais verticillata,Danais verticillata,748175-1,748175-1,Species,Manual
686,Danais xanthorrhoea (K. Schum.) Bremek,Danais,xanthorrhoea (K. Schum.) Bremek,,,,,,,,0.0,66,Rubiaceae,Danais xanthorrhoea,Danais xanthorrhoea,748178-1,748178-1,Species,Manual
687,Deppea blumenaviensis (K. Schum.) Lorence,Deppea,blumenaviensis (K. Schum.) Lorence,1.0,1.0,67,,,,,,,Rubiaceae,Deppea blumenaviensis,Deppea blumenaviensis,984883-1,984883-1,Species,Manual
688,Deppea grandiflora Schltdl.,Deppea,grandiflora Schltdl.,1.0,1.0,68,,,,,,,Rubiaceae,Deppea grandiflora,Deppea grandiflora,748310-1,748310-1,Species,Manual
689,Dimetia capitellata (Wall. ex G. Don) Neupane & N. Wikstr.,Dimetia,capitellata (Wall. ex G. Don) Neupane & N. Wikstr.,1.0,1.0,100,,,,,,,Rubiaceae,Dimetia capitellata,Dimetia capitellata,77147276-1,77147276-1,Species,Manual
