,Name,Genus,Species,Tested_for_Alkaloids,Alkaloids,Ref_Alks,Antimalarial_Use,Ref_H_Mal,History_Fever,Ref_H_Fever,Activity_Antimalarial,Ref_Activity,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank,Source
351,Parsonsia oligantha (K. Schum.) D. J. Middleton,Parsonsia,oligantha (K. Schum.) D. J. Middleton,1.0,1.0,143,,,,,,,Apocynaceae,Parsonsia oligantha,Parsonsia oligantha,995742-1,995742-1,Species,Manual
352,Parsonsia straminea (R. Br.) F. Muell,Parsonsia,straminea (R. Br.) F. Muell,1.0,1.0,"KN, 143, 331",,,,,,,Apocynaceae,Parsonsia straminea,Parsonsia straminea,50061-3,50061-3,Species,Manual
353,Pattalias palustris (Pursh) Fishbein,Pattalias,palustris (Pursh) Fishbein,1.0,1.0,144,,,,,,,Apocynaceae,Pattalias palustris,Pattalias palustris,77174448-1,77174448-1,Species,Manual
356,Pentatropis capensis (L. f.) Bullock,Pentatropis,capensis (L. f.) Bullock,1.0,1.0,119,,,,,,,Apocynaceae,Pentatropis capensis,Pentatropis capensis,100315-1,100315-1,Species,Manual
359,Peplonia adnata (E. Fourn.) U. C. S. Silva & Rapini,Peplonia,adnata (E. Fourn.) U. C. S. Silva & Rapini,1.0,1.0,144,,,,,,,Apocynaceae,Peplonia adnata,Peplonia adnata,77130384-1,77130384-1,Species,Manual
360,Peplonia axillaris (Vell.) Fontella & Rapini,Peplonia,axillaris (Vell.) Fontella & Rapini,1.0,1.0,53,,,,,,,Apocynaceae,Peplonia axillaris,Peplonia axillaris,77064982-1,77064982-1,Species,Manual
361,Pergularia daemia (Forssk.) Chiov.,Pergularia,daemia (Forssk.) Chiov.,1.0,1.0,119,1.0,"R, L [148]",,,0.0,165,Apocynaceae,Pergularia daemia,Pergularia daemia,100371-1,100371-1,Species,Manual
362,Pergularia daemia subsp. daemia,Pergularia,daemia subsp. daemia,1.0,1.0,234,,,,,,,Apocynaceae,Pergularia daemia subsp. daemia,Pergularia daemia,100371-1,77172919-1,Subspecies,Manual
363,Pergularia tomentosa L.,Pergularia,tomentosa L.,1.0,1.0,235,,,,,,,Apocynaceae,Pergularia tomentosa,Pergularia tomentosa,100411-1,100411-1,Species,Manual
368,Periploca hydaspidis Falc.,Periploca,hydaspidis Falc.,1.0,1.0,236,,,,,,,Apocynaceae,Periploca hydaspidis,Periploca hydaspidis,100463-1,100463-1,Species,Manual
372,Petchia ceylanica (Wight) Livera,Petchia,ceylanica (Wight) Livera,1.0,1.0,238,,,,,,,Apocynaceae,Petchia ceylanica,Petchia ceylanica,81104-1,81104-1,Species,Manual
373,Petchia cryptophlebia (Baker) Leeuwenb.,Petchia,cryptophlebia (Baker) Leeuwenb.,1.0,1.0,279,1.0,[279],,,,,Apocynaceae,Petchia cryptophlebia,Petchia cryptophlebia,997251-1,997251-1,Species,Manual
375,Picralima nitida (Stapf) T. Durand & H. Durand,Picralima,nitida (Stapf) T. Durand & H. Durand,1.0,1.0,128,1.0,"R, SB, Se [128] [322,323]",,,0.0,239,Apocynaceae,Picralima nitida,Picralima nitida,81115-1,81115-1,Species,Manual
377,Pleiocarpa mutica Benth.,Pleiocarpa,mutica Benth.,1.0,1.0,"KN, 240, 241",1.0,R [241],1.0,R [241],0.0,240,Apocynaceae,Pleiocarpa mutica,Pleiocarpa mutica,81143-1,81143-1,Species,Manual
378,Pleiocarpa pycnantha (K. Schum.) Stapf,Pleiocarpa,pycnantha (K. Schum.) Stapf,1.0,1.0,241,,,,,,,Apocynaceae,Pleiocarpa pycnantha,Pleiocarpa pycnantha,81144-1,81144-1,Species,Manual
379,Pleiocarpa rostrata Benth.,Pleiocarpa,rostrata Benth.,1.0,1.0,241,,,,,,,Apocynaceae,Pleiocarpa rostrata,Pleiocarpa rostrata,81145-1,81145-1,Species,Manual
380,Pleioceras barteri Baill.,Pleioceras,barteri Baill.,1.0,1.0,207,,,,,,,Apocynaceae,Pleioceras barteri,Pleioceras barteri,81155-1,81155-1,Species,Manual
382,Plumeria obtusa L.,Plumeria,obtusa L.,1.0,1.0,116,,,,,,,Apocynaceae,Plumeria obtusa,Plumeria obtusa,81256-1,81256-1,Species,Manual
383,Plumeria pudica Jacq.,Plumeria,pudica Jacq.,1.0,1.0,244,,,,,,,Apocynaceae,Plumeria pudica,Plumeria pudica,81268-1,81268-1,Species,Manual
384,Plumeria rubra L.,Plumeria,rubra L.,1.0,1.0,140,1.0,B [261],1.0,"B, R [79]",1.0,242,Apocynaceae,Plumeria rubra,Plumeria rubra,81275-1,81275-1,Species,Manual
385,Plumeria sericifolia C. Wright ex Griseb.,Plumeria,sericifolia C. Wright ex Griseb.,1.0,1.0,243,,,,,,,Apocynaceae,Plumeria sericifolia,Plumeria sericifolia,204004-2,204004-2,Species,Manual
387,Prestonia amabilis J. F. Morales,Prestonia,amabilis J. F. Morales,1.0,1.0,333,,,,,,,Apocynaceae,Prestonia amabilis,Prestonia amabilis,60436267-2,60436267-2,Species,Manual
388,Prestonia amazonica (Benth. ex Müll. Arg.) J. F. Macbr.,Prestonia,amazonica (Benth. ex Müll. Arg.) J. F. Macbr.,1.0,1.0,"KN, 245",,,,,,,Apocynaceae,Prestonia amazonica,Prestonia amazonica,81326-1,81326-1,Species,Manual
390,Prestonia erecta J. F. Morales,Prestonia,erecta J. F. Morales,1.0,1.0,144,,,,,,,Apocynaceae,Prestonia erecta,Prestonia erecta,1006675-1,1006675-1,Species,Manual
391,Prestonia megagros (Vell.) Woodson,Prestonia,megagros (Vell.) Woodson,1.0,1.0,65,,,,,,,Apocynaceae,Prestonia megagros,Prestonia megagros,210124-2,210124-2,Species,Manual
392,Prestonia portobellensis (Beurl.) Woodson,Prestonia,portobellensis (Beurl.) Woodson,1.0,1.0,332,,,,,,,Apocynaceae,Prestonia portobellensis,Prestonia portobellensis,210135-2,210135-2,Species,Manual
393,Prestonia quinquangularis (Jacq.) Spreng.,Prestonia,quinquangularis (Jacq.) Spreng.,1.0,1.0,334,,,,,,,Apocynaceae,Prestonia quinquangularis,Prestonia quinquangularis,81405-1,81405-1,Species,Manual
394,Pteralyxia laurifolia (G. Don) Leeuwenb.,Pteralyxia,laurifolia (G. Don) Leeuwenb.,1.0,1.0,281,,,,,,,Apocynaceae,Pteralyxia laurifolia,Pteralyxia laurifolia,1007058-1,1007058-1,Species,Manual
395,Rauvolfia bahiensis A.DC.,Rauvolfia,bahiensis A.DC.,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia bahiensis,Rauvolfia bahiensis,81511-1,81511-1,Species,Manual
396,Rauvolfia balansae (Baill.) Boiteau,Rauvolfia,balansae (Baill.) Boiteau,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia balansae,Rauvolfia balansae,909641-1,909641-1,Species,Manual
397,Rauvolfia biauriculata Müll.Arg.,Rauvolfia,biauriculata Müll.Arg.,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia biauriculata,Rauvolfia biauriculata,81513-1,81513-1,Species,Manual
398,Rauvolfia caffra Sond.,Rauvolfia,caffra Sond.,1.0,1.0,KN,,,,,0.0,100,Apocynaceae,Rauvolfia caffra,Rauvolfia caffra,81519-1,81519-1,Species,Manual
399,Rauvolfia cambodiana Pierre ex Pit.,Rauvolfia,cambodiana Pierre ex Pit.,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia cambodiana,Rauvolfia cambodiana,81520-1,81520-1,Species,Manual
400,Rauvolfia cubana A.DC.,Rauvolfia,cubana A.DC.,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia cubana,Rauvolfia cubana,81531-1,81531-1,Species,Manual
401,Rauvolfia grandiflora Mart. ex A.DC.,Rauvolfia,grandiflora Mart. ex A.DC.,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia grandiflora,Rauvolfia grandiflora,81545-1,81545-1,Species,Manual
402,Rauvolfia ligustrina Roem. & Schult.,Rauvolfia,ligustrina Roem. & Schult.,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia ligustrina,Rauvolfia ligustrina,81565-1,81565-1,Species,Manual
403,Rauvolfia littoralis Rusby,Rauvolfia,littoralis Rusby,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia littoralis,Rauvolfia littoralis,217921-2,217921-2,Species,Manual
404,Rauvolfia mannii Stapf,Rauvolfia,mannii Stapf,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia mannii,Rauvolfia mannii,81579-1,81579-1,Species,Manual
405,Rauvolfia media Pichon,Rauvolfia,media Pichon,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia media,Rauvolfia media,81583-1,81583-1,Species,Manual
406,Rauvolfia mombasiana Stapf,Rauvolfia,mombasiana Stapf,1.0,1.0,283,1.0,R [98],,,0.0,305,Apocynaceae,Rauvolfia mombasiana,Rauvolfia mombasiana,81591-1,81591-1,Species,Manual
407,Rauvolfia nitida Jacq.,Rauvolfia,nitida Jacq.,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia nitida,Rauvolfia nitida,81598-1,81598-1,Species,Manual
408,Rauvolfia pentaphylla Huber ex Ducke,Rauvolfia,pentaphylla Huber ex Ducke,1.0,1.0,64,1.0,329,,,,,Apocynaceae,Rauvolfia pentaphylla,Rauvolfia pentaphylla,217935-2,217935-2,Species,Manual
409,Rauvolfia sandwicensis A. DC.,Rauvolfia,sandwicensis A. DC.,1.0,1.0,"KN, 280",,,,,,,Apocynaceae,Rauvolfia sandwicensis,Rauvolfia sandwicensis,81642-1,81642-1,Species,Manual
410,Rauvolfia sellowii Müll.Arg.,Rauvolfia,sellowii Müll.Arg.,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia sellowii,Rauvolfia sellowii,328979-2,328979-2,Species,Manual
411,Rauvolfia semperflorens (Müll.Arg.),Rauvolfia,semperflorens (Müll.Arg.),1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia semperflorens,Rauvolfia semperflorens,81646-1,81646-1,Species,Manual
412,Rauvolfia serpentina (L.) Benth. ex Kurz,Rauvolfia,serpentina (L.) Benth. ex Kurz,1.0,1.0,"KN, 335",,,1.0,R [79],,,Apocynaceae,Rauvolfia serpentina,Rauvolfia serpentina,81648-1,81648-1,Species,Manual
413,Rauvolfia sevenetii Boiteau,Rauvolfia,sevenetii Boiteau,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia sevenetii,Rauvolfia sevenetii,81499-1,81499-1,Species,Manual
414,Rauvolfia spathulata Boiteau,Rauvolfia,spathulata Boiteau,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia spathulata,Rauvolfia spathulata,81500-1,81500-1,Species,Manual
415,Rauvolfia sprucei Müll. Arg.,Rauvolfia,sprucei Müll. Arg.,1.0,1.0,"KN, 65",,,,,,,Apocynaceae,Rauvolfia sprucei,Rauvolfia sprucei,81652-1,81652-1,Species,Manual
416,Rauvolfia sumatrana Jack,Rauvolfia,sumatrana Jack,1.0,1.0,"KN, 142",,,,,,,Apocynaceae,Rauvolfia sumatrana,Rauvolfia sumatrana,81660-1,81660-1,Species,Manual
417,Rauvolfia tetraphylla L.,Rauvolfia,tetraphylla L.,1.0,1.0,63,1.0,"L, R [79]",1.0,"L, R [79]",,,Apocynaceae,Rauvolfia tetraphylla,Rauvolfia tetraphylla,81663-1,81663-1,Species,Manual
418,Rauvolfia verticillata (Lour.) Baill.,Rauvolfia,verticillata (Lour.) Baill.,1.0,1.0,"KN, 201",1.0,[79],,,,,Apocynaceae,Rauvolfia verticillata,Rauvolfia verticillata,81667-1,81667-1,Species,Manual
419,Rauvolfia viridis Roem. & Schult.,Rauvolfia,viridis Roem. & Schult.,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia viridis,Rauvolfia viridis,81670-1,81670-1,Species,Manual
420,Rauvolfia volkensii (K.Schum.) Stapf,Rauvolfia,volkensii (K.Schum.) Stapf,1.0,1.0,KN,,,,,,,Apocynaceae,Rauvolfia volkensii,Rauvolfia volkensii,81672-1,81672-1,Species,Manual
421,Rauvolfia vomitoria Wennberg,Rauvolfia,vomitoria Wennberg,1.0,1.0,"KN, 128",1.0,"[128,147, 322]",1.0,328,1.0,146,Apocynaceae,Rauvolfia vomitoria,Rauvolfia vomitoria,81673-1,81673-1,Species,Manual
422,Rhazya stricta Decne.,Rhazya,stricta Decne.,1.0,1.0,246,,,,,,,Apocynaceae,Rhazya stricta,Rhazya stricta,81712-1,81712-1,Species,Manual
424,Schizozygia coffeoides Baill.,Schizozygia,coffeoides Baill.,1.0,1.0,201,,,,,0.0,101,Apocynaceae,Schizozygia coffeoides,Schizozygia coffeoides,81764-1,81764-1,Species,Manual
425,Secamone afzelii (Reom. & Schult.) K. Schum.,Secamone,afzelii (Reom. & Schult.) K. Schum.,1.0,1.0,251,1.0,[200],,,1.0,250,Apocynaceae,Secamone afzelii,Secamone afzelii,77079518-1,77079518-1,Species,Manual
426,Secamone alpini Schult.,Secamone,alpini Schult.,1.0,1.0,119,,,,,,,Apocynaceae,Secamone alpini,Secamone alpini,101298-1,101298-1,Species,Manual
427,Skytanthus acutus Meyen,Skytanthus,acutus Meyen,1.0,1.0,252,,,,,,,Apocynaceae,Skytanthus acutus,Skytanthus acutus,81785-1,81785-1,Species,Manual
428,Solenostemma oleifolium (Nectoux) Bullock & E. A. Bruce ex Maire,Solenostemma,oleifolium (Nectoux) Bullock & E. A. Bruce ex Maire,1.0,1.0,253,,,,,,,Apocynaceae,Solenostemma oleifolium,Solenostemma oleifolium,101435-1,101435-1,Species,Manual
431,Stapelia hirsuta L.,Stapelia,hirsuta L.,1.0,1.0,254,,,,,,,Apocynaceae,Stapelia hirsuta,Stapelia hirsuta,101613-1,101613-1,Species,Manual
432,Strempeliopsis strempelioides Benth.,Strempeliopsis,strempelioides Benth.,1.0,1.0,255,,,,,,,Apocynaceae,Strempeliopsis strempelioides,Strempeliopsis strempelioides,81849-1,81849-1,Species,Manual
439,Strophanthus hispidus DC.,Strophanthus,hispidus DC.,1.0,1.0,276,1.0,SB [152] [323],,,,,Apocynaceae,Strophanthus hispidus,Strophanthus hispidus,81900-1,81900-1,Species,Manual
447,Strophanthus wallichii A. DC.,Strophanthus,wallichii A. DC.,1.0,1.0,259,,,,,,,Apocynaceae,Strophanthus wallichii,Strophanthus wallichii,81964-1,81964-1,Species,Manual
448,Tabernaemontana alba Mill.,Tabernaemontana,alba Mill.,1.0,1.0,55,,,,,,,Apocynaceae,Tabernaemontana alba,Tabernaemontana alba,81985-1,81985-1,Species,Manual
449,Tabernaemontana alternifolia L.,Tabernaemontana,alternifolia L.,1.0,1.0,201,,,,,,,Apocynaceae,Tabernaemontana alternifolia,Tabernaemontana alternifolia,81992-1,81992-1,Species,Manual
450,Tabernaemontana amygdalifolia Jacq.,Tabernaemontana,amygdalifolia Jacq.,1.0,1.0,56,,,,,,,Apocynaceae,Tabernaemontana amygdalifolia,Tabernaemontana amygdalifolia,81996-1,81996-1,Species,Manual
451,Tabernaemontana angulata Mart. ex Müll. Arg.,Tabernaemontana,angulata Mart. ex Müll. Arg.,1.0,1.0,59,,,,,,,Apocynaceae,Tabernaemontana angulata,Tabernaemontana angulata,82002-1,82002-1,Species,Manual
452,Tabernaemontana apoda C.Wright,Tabernaemontana,apoda C.Wright,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana apoda,Tabernaemontana apoda,82007-1,82007-1,Species,Manual
453,Tabernaemontana arborea Rose,Tabernaemontana,arborea Rose,1.0,1.0,"KN, 55",,,,,1.0,26/KN,Apocynaceae,Tabernaemontana arborea,Tabernaemontana arborea,248839-2,248839-2,Species,Manual
454,Tabernaemontana attenuata (Miers) Urb.,Tabernaemontana,attenuata (Miers) Urb.,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana attenuata,Tabernaemontana attenuata,248841-2,248841-2,Species,Manual
455,Tabernaemontana aurantiaca Gaudich.,Tabernaemontana,aurantiaca Gaudich.,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana aurantiaca,Tabernaemontana aurantiaca,82013-1,82013-1,Species,Manual
456,Tabernaemontana bovina Lour.,Tabernaemontana,bovina Lour.,1.0,1.0,"KN, 201",,,,,,,Apocynaceae,Tabernaemontana bovina,Tabernaemontana bovina,82026-1,82026-1,Species,Manual
457,Tabernaemontana brachyantha Stapf,Tabernaemontana,brachyantha Stapf,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana brachyantha,Tabernaemontana brachyantha,82027-1,82027-1,Species,Manual
458,Tabernaemontana bufalina Lour.,Tabernaemontana,bufalina Lour.,1.0,1.0,"KN, 208",,,,,,,Apocynaceae,Tabernaemontana bufalina,Tabernaemontana bufalina,82034-1,82034-1,Species,Manual
459,Tabernaemontana calcarea Pichon,Tabernaemontana,calcarea Pichon,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana calcarea,Tabernaemontana calcarea,82035-1,82035-1,Species,Manual
460,Tabernaemontana capuronii Leeuwenb.,Tabernaemontana,capuronii Leeuwenb.,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana capuronii,Tabernaemontana capuronii,907601-1,907601-1,Species,Manual
461,Tabernaemontana catharinensis A. DC.,Tabernaemontana,catharinensis A. DC.,1.0,1.0,59,,,,,1.0,"66, 26/KN",Apocynaceae,Tabernaemontana catharinensis,Tabernaemontana catharinensis,82043-1,82043-1,Species,Manual
462,Tabernaemontana cerifera Pancher & Sebert,Tabernaemontana,cerifera Pancher & Sebert,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana cerifera,Tabernaemontana cerifera,82046-1,82046-1,Species,Manual
463,Tabernaemontana citrifolia L.,Tabernaemontana,citrifolia L.,1.0,1.0,56,,,,,,,Apocynaceae,Tabernaemontana citrifolia,Tabernaemontana citrifolia,82055-1,82055-1,Species,Manual
464,Tabernaemontana coffeoides Bojer ex A.DC.,Tabernaemontana,coffeoides Bojer ex A.DC.,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana coffeoides,Tabernaemontana coffeoides,82059-1,82059-1,Species,Manual
465,Tabernaemontana contorta Stapf,Tabernaemontana,contorta Stapf,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana contorta,Tabernaemontana contorta,82065-1,82065-1,Species,Manual
466,Tabernaemontana coriacea Link ex Reom. & Schult.,Tabernaemontana,coriacea Link ex Reom. & Schult.,1.0,1.0,59,,,,,,,Apocynaceae,Tabernaemontana coriacea,Tabernaemontana coriacea,248849-2,248849-2,Species,Manual
467,Tabernaemontana corymbosa Roxb. ex Wall.,Tabernaemontana,corymbosa Roxb. ex Wall.,1.0,1.0,"KN, 247",,,,,,,Apocynaceae,Tabernaemontana corymbosa,Tabernaemontana corymbosa,60466167-2,60466167-2,Species,Manual
468,Tabernaemontana crassa Benth.,Tabernaemontana,crassa Benth.,1.0,1.0,KN,1.0,322,,,,,Apocynaceae,Tabernaemontana crassa,Tabernaemontana crassa,82072-1,82072-1,Species,Manual
469,Tabernaemontana cymosa (Jacquin) Dugand,Tabernaemontana,cymosa (Jacquin) Dugand,1.0,1.0,60,,,,,0.0,22,Apocynaceae,Tabernaemontana cymosa,Tabernaemontana cymosa,82084-1,82084-1,Species,Manual
470,Tabernaemontana debrayi (Markgr.) Leeuwenb.,Tabernaemontana,debrayi (Markgr.) Leeuwenb.,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana debrayi,Tabernaemontana debrayi,913394-1,913394-1,Species,Manual
471,Tabernaemontana dichotoma Roxb. ex Wall.,Tabernaemontana,dichotoma Roxb. ex Wall.,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana dichotoma,Tabernaemontana dichotoma,60466169-2,60466169-2,Species,Manual
472,Tabernaemontana divaricata (L.) R. Br. ex Roem. & Schult.,Tabernaemontana,divaricata (L.) R. Br. ex Roem. & Schult.,1.0,1.0,56,,,,,,,Apocynaceae,Tabernaemontana divaricata,Tabernaemontana divaricata,82097-1,82097-1,Species,Manual
473,Tabernaemontana donnell-smithii Rose,Tabernaemontana,donnell-smithii Rose,1.0,1.0,55,1.0,329,,,,,Apocynaceae,Tabernaemontana donnell-smithii,Tabernaemontana donnell-smithii,248857-2,248857-2,Species,Manual
474,Tabernaemontana eglandulosa Stapf,Tabernaemontana,eglandulosa Stapf,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana eglandulosa,Tabernaemontana eglandulosa,82107-1,82107-1,Species,Manual
475,Tabernaemontana elegans Stapf,Tabernaemontana,elegans Stapf,1.0,1.0,56,1.0,R [125],,,1.0,301/304,Apocynaceae,Tabernaemontana elegans,Tabernaemontana elegans,82109-1,82109-1,Species,Manual
476,Tabernaemontana flavicans Roem. & Schult.,Tabernaemontana,flavicans Roem. & Schult.,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana flavicans,Tabernaemontana flavicans,82121-1,82121-1,Species,Manual
477,Tabernaemontana glandulosa (Stapf) Pichon,Tabernaemontana,glandulosa (Stapf) Pichon,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana glandulosa,Tabernaemontana glandulosa,82129-1,82129-1,Species,Manual
478,Tabernaemontana heterophylla Vahl,Tabernaemontana,heterophylla Vahl,1.0,1.0,58/59,,,,,,,Apocynaceae,Tabernaemontana heterophylla,Tabernaemontana heterophylla,82146-1,82146-1,Species,Manual
479,Tabernaemontana humblotii (Baill.) Pichon,Tabernaemontana,humblotii (Baill.) Pichon,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana humblotii,Tabernaemontana humblotii,82154-1,82154-1,Species,Manual
480,Tabernaemontana hystrix Steud.,Tabernaemontana,hystrix Steud.,1.0,1.0,59/302,1.0,[318],,,1.0,26/302,Apocynaceae,Tabernaemontana hystrix,Tabernaemontana hystrix,82157-1,82157-1,Species,Manual
481,Tabernaemontana laeta Mart.,Tabernaemontana,laeta Mart.,1.0,1.0,59,,,,,,,Apocynaceae,Tabernaemontana laeta,Tabernaemontana laeta,82175-1,82175-1,Species,Manual
483,Tabernaemontana litoralis Kunth.,Tabernaemontana,litoralis Kunth.,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana litoralis,Tabernaemontana litoralis,285810-2,285810-2,Species,Manual
484,Tabernaemontana longipes Donn.Sm.,Tabernaemontana,longipes Donn.Sm.,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana longipes,Tabernaemontana longipes,248876-2,248876-2,Species,Manual
485,Tabernaemontana macrocarpa Jack,Tabernaemontana,macrocarpa Jack,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana macrocarpa,Tabernaemontana macrocarpa,82203-1,82203-1,Species,Manual
486,Tabernaemontana markgrafiana J. F. Macbr.,Tabernaemontana,markgrafiana J. F. Macbr.,1.0,1.0,62,,,,,,,Apocynaceae,Tabernaemontana markgrafiana,Tabernaemontana markgrafiana,288916-2,288916-2,Species,Manual
487,Tabernaemontana mocquerysi Aug.DC.,Tabernaemontana,mocquerysi Aug.DC.,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana mocquerysi,Tabernaemontana mocquerysi,82224-1,82224-1,Species,Manual
488,Tabernaemontana odoratissima (Stapf) Leeuwenb.,Tabernaemontana,odoratissima (Stapf) Leeuwenb.,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana odoratissima,Tabernaemontana odoratissima,20010230-1,20010230-1,Species,Manual
489,Tabernaemontana oppositifolia (Spreng.) Urb.,Tabernaemontana,oppositifolia (Spreng.) Urb.,1.0,1.0,KN,,,,,1.0,26/KN,Apocynaceae,Tabernaemontana oppositifolia,Tabernaemontana oppositifolia,248887-2,248887-2,Species,Manual
490,Tabernaemontana pachysiphon Stapf,Tabernaemontana,pachysiphon Stapf,1.0,1.0,56,,,,,1.0,"101, 26/KN",Apocynaceae,Tabernaemontana pachysiphon,Tabernaemontana pachysiphon,82263-1,82263-1,Species,Manual
492,Tabernaemontana pandacaqui Poir.,Tabernaemontana,pandacaqui Poir.,1.0,1.0,56,1.0,SB [88] [327],,,,,Apocynaceae,Tabernaemontana pandacaqui,Tabernaemontana pandacaqui,82269-1,82269-1,Species,Manual
494,Tabernaemontana penduliflora K.Schum.,Tabernaemontana,penduliflora K.Schum.,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana penduliflora,Tabernaemontana penduliflora,82282-1,82282-1,Species,Manual
495,Tabernaemontana psorocarpa (Pierre ex Stapf) Pichon,Tabernaemontana,psorocarpa (Pierre ex Stapf) Pichon,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana psorocarpa,Tabernaemontana psorocarpa,82297-1,82297-1,Species,Manual
496,Tabernaemontana retusa (Lam.) Pichon,Tabernaemontana,retusa (Lam.) Pichon,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana retusa,Tabernaemontana retusa,82313-1,82313-1,Species,Manual
497,Tabernaemontana rupicola Benth.,Tabernaemontana,rupicola Benth.,1.0,1.0,59,,,,,1.0,56,Apocynaceae,Tabernaemontana rupicola,Tabernaemontana rupicola,82322-1,82322-1,Species,Manual
498,Tabernaemontana salzmannii A. DC.,Tabernaemontana,salzmannii A. DC.,1.0,1.0,56/59,,,,,,,Apocynaceae,Tabernaemontana salzmannii,Tabernaemontana salzmannii,82325-1,82325-1,Species,Manual
499,Tabernaemontana sananho Ruiz & Pav.,Tabernaemontana,sananho Ruiz & Pav.,1.0,1.0,61,1.0,329,,,,,Apocynaceae,Tabernaemontana sananho,Tabernaemontana sananho,82327-1,82327-1,Species,Manual
500,Tabernaemontana sessilifolia Baker,Tabernaemontana,sessilifolia Baker,1.0,1.0,201,,,,,0.0,201,Apocynaceae,Tabernaemontana sessilifolia,Tabernaemontana sessilifolia,82330-1,82330-1,Species,Manual
501,Tabernaemontana siphilitica (L.f.) Leeuwenb.,Tabernaemontana,siphilitica (L.f.) Leeuwenb.,1.0,1.0,"KN, 59",1.0,329,,,,,Apocynaceae,Tabernaemontana siphilitica,Tabernaemontana siphilitica,20001045-1,20001045-1,Species,Manual
502,Tabernaemontana solanifolia A. DC.,Tabernaemontana,solanifolia A. DC.,1.0,1.0,59,,,,,,,Apocynaceae,Tabernaemontana solanifolia,Tabernaemontana solanifolia,82334-1,82334-1,Species,Manual
503,Tabernaemontana sphaerocarpa Blume,Tabernaemontana,sphaerocarpa Blume,1.0,1.0,KN,,,,,,,Apocynaceae,Tabernaemontana sphaerocarpa,Tabernaemontana sphaerocarpa,82336-1,82336-1,Species,Manual
504,Tabernaemontana stapfiana Britten,Tabernaemontana,stapfiana Britten,1.0,1.0,288,,,,,,,Apocynaceae,Tabernaemontana stapfiana,Tabernaemontana stapfiana,82342-1,82342-1,Species,Manual
505,Tabernaemontana undulata Vahl,Tabernaemontana,undulata Vahl,1.0,1.0,KN,,,,,0.0,298,Apocynaceae,Tabernaemontana undulata,Tabernaemontana undulata,82371-1,82371-1,Species,Manual
506,Tabernanthe iboga Baill.,Tabernanthe,iboga Baill.,1.0,1.0,260,,,,,,,Apocynaceae,Tabernanthe iboga,Tabernanthe iboga,56090-1,56090-1,Species,Manual
507,Telosma pallida (Roxb.) Craib,Telosma,pallida (Roxb.) Craib,1.0,1.0,233,,,,,,,Apocynaceae,Telosma pallida,Telosma pallida,102161-1,102161-1,Species,Manual
509,Temnadenia odorifera (vell.) J. F. Morales,Temnadenia,odorifera (vell.) J. F. Morales,1.0,1.0,144,,,,,,,Apocynaceae,Temnadenia odorifera,Temnadenia odorifera,1007869-1,1007869-1,Species,Manual
